location_name,cause_name,measure,number_change_1990_2019,age_structure_contribution,age_structure_contribution_Q1,age_structure_contribution_Q3,population_size_contribution,population_size_contribution_Q1,population_size_contribution_Q3,all_other_reasons_contribution,all_other_reasons_contribution_Q1,all_other_reasons_contribution_Q3,number_attributed_to_age_structure,number_attributed_to_age_structure_Q1,number_attributed_to_age_structure_Q3,number_attributed_to_population_size,number_attributed_to_population_size_Q1,number_attributed_to_population_size_Q3,number_attributed_to_all_other_reasons,number_attributed_to_all_other_reasons_Q1,number_attributed_to_all_other_reasons_Q3
Mongolia,All causes,DALYs,-27066.7,27.8,24.4,29.7,5,-2.4,9.1,67.2,61.3,78,-7521.9,-6598.4,-8029.7,-1364,-2451.3,653.5,-18180.7,-16585.7,-21121.8
Mongolia,"Communicable, maternal, neonatal, and nutritional diseases",DALYs,-423000.5,31.3,29.9,32.3,19.9,16.8,21.6,48.8,46,53.3,-132589,-126284.2,-136839.7,-83972.8,-71234.1,-91465.2,-206438.7,-194695.7,-225482.1
Mongolia,HIV/AIDS and sexually transmitted infections,DALYs,3835.7,8.9,0.7,14,45.8,41.9,54.6,45.3,44.1,44.6,341.8,28.5,538.3,1758,1607,2095,1735.9,1690.4,1712.2
Mongolia,Respiratory infections and tuberculosis,DALYs,-235460.7,30.4,29.2,31.4,20.9,18.5,22.5,48.7,46.2,52.2,-71655.8,-68794.6,-73821.9,-49191.7,-43658.1,-52927.5,-114613.1,-108711.3,-123007.9
Mongolia,Enteric infections,DALYs,-62004.7,31.1,29.8,31.9,22.6,19.8,24,46.2,44.2,50.5,-19305,-18448.8,-19754.5,-14023.6,-12262.4,-14863.4,-28676.1,-27386.8,-31293.6
Mongolia,Neglected tropical diseases and malaria,DALYs,-305.3,15.9,10.7,19,-29.5,-28,-53.6,113.6,109,142.9,-48.6,-32.7,-58,90.2,163.6,85.5,-346.9,-332.7,-436.2
Mongolia,Maternal and neonatal disorders,DALYs,-75902.5,34.2,32.3,35.6,17.9,14.1,19.8,47.9,44.7,53.6,-25988,-24534.5,-27005.7,-13581.9,-10682.7,-15001.2,-36332.6,-33895.6,-40685.3
Mongolia,Nutritional deficiencies,DALYs,-3323.4,25.3,21.5,27.5,-39.4,-24.2,-61.8,114,140.3,96.7,-841.4,-713,-913.8,1308,2053.7,805.4,-3789.9,-3214.9,-4664.1
Mongolia,Non-communicable diseases,DALYs,346053.4,45.3,43.2,48.3,63.5,64.8,66.5,-8.8,-13.1,-9.7,156674,149503.2,167029.4,219800.5,224391.5,230050.5,-30421.1,-33500.3,-45367.5
Mongolia,Neoplasms,DALYs,88281.7,43.9,42.2,45.7,53.3,47.9,48.2,2.9,6.1,9.9,38746.9,37262.2,40343.3,47014.5,42319.3,42518.4,2520.3,5420,8700.2
Mongolia,Cardiovascular diseases,DALYs,113663.6,43.4,42.3,44.6,51.6,47.8,51.8,5,5.9,7.6,49342.7,48115.1,50690.5,58605.7,54345.5,58858.6,5715.2,6689.9,8627.6
Mongolia,Chronic respiratory diseases,DALYs,-1011.9,48.9,46.9,52.2,71.4,65.5,82.8,-20.3,-12.4,-35,-495.3,-474.2,-527.9,-722.2,-663.2,-837.7,205.6,125.5,353.7
Mongolia,Digestive diseases,DALYs,17362.5,-26.6,-241.8,10.3,-116.1,-29.4,-503.2,242.8,119.1,845,-4624.3,-41980.9,1789.9,-20166.5,-5098.1,-87374,42153.4,146717.5,20670.7
Mongolia,Neurological disorders,DALYs,15932.7,10,-5.4,17.5,120.6,158,87.4,-30.5,-5,-52.6,1585.6,-866.2,2796,19210.6,13932.7,25175.6,-4863.5,-796,-8376.6
Mongolia,Mental disorders,DALYs,22500.2,25,19.5,28.3,80.9,74.7,89.4,-5.8,-2.9,-8.9,5621.6,4383.3,6359.4,18193.4,16802.2,20111.8,-1314.8,-1995,-661.4
Mongolia,Substance use disorders,DALYs,38955.1,39.4,38.5,40.5,37.1,36.6,37.1,23.6,22.9,24.4,15345.1,15007.2,15781.7,14433.6,14250.5,14448.5,9176.4,8922.9,9499.3
Mongolia,Diabetes and kidney diseases,DALYs,8504.7,47,45.8,48.6,57.5,54.9,62.1,-4.5,-0.7,-10.7,3999.2,3893.6,4134.8,4888.4,4670.2,5278.7,-383,-59,-908.8
Mongolia,Skin and subcutaneous diseases,DALYs,5268.9,-22,-46.2,-7.1,113.3,160.1,87.4,8.7,-13.9,19.7,-1161.4,-2433,-373,5971.7,4605.5,8435.6,458.7,-733.7,1036.4
Mongolia,Musculoskeletal disorders,DALYs,21939.9,41.4,39,43.9,60.9,57.8,64.8,-2.4,-8.7,3.2,9090.5,8560.5,9624.2,13371.3,12682.8,14218.6,-521.9,-1902.9,696.6
Mongolia,Injuries,DALYs,49880.4,28.2,-30.3,84.1,-232.1,-1729.8,1862.4,303.9,-1846.5,1860.1,14076.9,-15089.5,41937.2,-115783.2,-862855.1,928963.8,151586.7,-921020.6,927825
Mongolia,Transport injuries,DALYs,20842.2,46,42.9,51,3,-4.8,8.5,51,48.5,53.8,9581.2,10631.5,8950.2,631,-1001,1773.8,10630,10118.2,11211.7
Mongolia,Self-harm and interpersonal violence,DALYs,16764.2,25.1,-26.4,45.1,266.3,406.6,487.4,-191.5,-351.7,-361,4213,-4429.6,7559.7,44648.1,68166.1,81704.7,-32096.9,-58961.7,-60511
Mongolia,Unintentional injuries,DALYs,12274,69,-300.6,345.9,248.6,-2245,2449.1,-217.5,-2695,2645.7,8466.5,-36901.3,42450.5,30509.2,-275558.1,300607.8,-26701.7,-330784.3,324733.4
Mongolia,Sense organ diseases,DALYs,9018.1,38,36,39.8,62.2,59.7,62.8,-0.1,0.5,1.2,3422.7,3249.3,3587.3,5605.6,5381.3,5662.3,-10.1,106.4,49.6
Tajikistan,All causes,DALYs,48903.2,43,41.4,45.1,-9.7,-18.6,-6,66.7,64.6,73.5,21052.1,20262.2,22049.7,-4748.1,-2931.8,-9080.2,32599.2,31572.7,35933.7
Tajikistan,"Communicable, maternal, neonatal, and nutritional diseases",DALYs,-788304.2,34.4,33.2,35.5,16.6,15.1,17.6,49,46.9,51.7,-271059.3,-261496.7,-280013.2,-130681.2,-119206.1,-138856.8,-386563.6,-369434.1,-407601.4
Tajikistan,HIV/AIDS and sexually transmitted infections,DALYs,3334.7,54,50.7,57.9,-0.6,-0.2,1.7,46.6,42.3,47.6,1801.9,1690.6,1930.7,-21.5,-5.6,55.3,1554.3,1409.6,1588.8
Tajikistan,Respiratory infections and tuberculosis,DALYs,-418577.2,33.3,32.2,34.1,16.7,14.5,17.9,50,48,53.3,-139426.4,-134980.4,-142685.9,-69906.3,-60518.3,-74861,-209244.5,-201030.3,-223078.5
Tajikistan,Enteric infections,DALYs,-260012.6,32.3,31.1,33,20.6,17.6,21.8,47.1,45.2,51.3,-84089.1,-80810.7,-85786.2,-53531.4,-45769.9,-56633.7,-122392.2,-117592.8,-133432
Tajikistan,Neglected tropical diseases and malaria,DALYs,-50223.2,30.5,29.5,31.3,19.9,18.3,22.1,49.5,46.6,52.2,-15340.7,-14838.4,-15726.3,-10002.6,-11082.8,-9178,-24879.8,-23414.1,-26206.7
Tajikistan,Maternal and neonatal disorders,DALYs,-13744.7,57.3,51.1,70.9,-13.1,-14.2,-22,55.7,51.1,63.1,-7882.1,-7021.2,-9743.9,1795.5,1949.7,3027.8,-7658.1,-7028.6,-8673.2
Tajikistan,Nutritional deficiencies,DALYs,6642.1,55.4,53.3,58.9,-60.5,-51.3,-52.8,105,93.9,98,3682.5,3537.8,3911.1,-4016.3,-3405.5,-3507.4,6975.9,6238.4,6509.8
Tajikistan,Non-communicable diseases,DALYs,823364.1,20.6,18.9,22.2,53.9,50.6,57.8,25.5,23.3,27.2,169499.7,155656.6,182863.6,443744.8,416835,475651.1,210119.7,192056.4,223665.5
Tajikistan,Neoplasms,DALYs,57464.2,32.7,30.8,34.3,60.9,56.4,68,6.4,1.2,9.3,18780.9,17673.8,19723.4,35014.4,32424.2,39077.5,3668.9,5316.6,712.8
Tajikistan,Cardiovascular diseases,DALYs,259757.1,23.1,21.8,24.4,44.4,44.8,46.7,32.5,30.8,31.6,59895,56513.4,63427.9,115359.7,116309.3,121273.3,84502.4,80019.9,81970.4
Tajikistan,Chronic respiratory diseases,DALYs,11308.5,27.4,23.2,30,72.1,67.1,92.6,0.6,-15.8,2.9,3097,2620.8,3391.7,8148.9,10474.3,7592.1,62.6,-1786.6,324.7
Tajikistan,Digestive diseases,DALYs,36659.2,40.4,38.1,42.9,-8.4,-2.1,-20.8,68.1,64,78,14792.4,13982.5,15716,-3092.4,-7635.6,-776.7,24959.2,23453.4,28578.8
Tajikistan,Neurological disorders,DALYs,50055.5,5.9,1.4,9.4,74.4,73.1,84.2,19.7,14.4,17.5,2941.5,4713.2,688.2,37236.1,36575.7,42141.4,9877.8,7225.9,8766.6
Tajikistan,Mental disorders,DALYs,55647.2,18.9,15.5,21.9,74.1,75.3,85.3,7,-0.8,2.8,10500.3,12162.2,8619,41244.9,41904.6,47475.5,3901.9,-447.4,1580.3
Tajikistan,Substance use disorders,DALYs,16719.5,32.7,30.2,34.7,64,59.6,68.4,3.3,1.3,5.8,5467.2,5055.6,5794.1,10697.9,11440.2,9961.3,554.4,223.7,964.1
Tajikistan,Diabetes and kidney diseases,DALYs,76002.8,-13.1,-2,-44.4,48.7,45.5,49.3,64.5,56.4,95.1,-9980.6,-1499.3,-33762.9,36992.2,34601.4,37481.4,48991.2,42900.8,72284.3
Tajikistan,Skin and subcutaneous diseases,DALYs,20385.9,-11.5,-18.8,-4.7,109.2,123.6,91.8,2.2,-4.8,12.9,-2334.9,-3833.2,-950.8,22265.4,18709.7,25192.3,455.4,-973.1,2627.1
Tajikistan,Musculoskeletal disorders,DALYs,48028.2,22.8,18.6,26.5,75.8,71.8,78.8,1.4,1.7,2.6,10945.6,12749.1,8923.7,36408.1,34469.9,37837.7,674.5,1266.8,809.2
Tajikistan,Injuries,DALYs,13843.2,25.6,10.1,30.9,-178.1,-390.9,-92.2,252.5,161.2,480.9,3543.7,1393.1,4283.9,-24658.5,-12762.3,-54115.5,34958.1,22321.6,66565.7
Tajikistan,Transport injuries,DALYs,1948.6,49,46.6,52.4,147.1,116.1,156.1,-96.1,-108.5,-62.6,955.2,1021.4,907.3,2866.8,2261.6,3041.8,-1873.3,-1220.2,-2114.6
Tajikistan,Self-harm and interpersonal violence,DALYs,22677.8,34.1,31.7,36,72.9,67.1,76.3,-7.1,-3.1,-8,7737.6,7192.6,8161,16541.6,15227.1,17296,-1601.4,-1810.9,-710.3
Tajikistan,Unintentional injuries,DALYs,-10783.2,33.1,31.1,34.5,-36.7,-34,-49.4,103.7,118.3,99.5,-3567.2,-3358.4,-3721.7,3961.5,3670.8,5328.2,-11177.5,-10732.2,-12753
Tajikistan,Sense organ diseases,DALYs,18337.2,1.1,-10.7,9.7,117.3,132.1,95.9,-18.4,-21.4,-5.5,206.4,-1968.5,1773.7,21511.8,17576.7,24221.3,-3381,-1013.2,-3915.6
Turkmenistan,All causes,DALYs,-94678.3,31,29.6,32.2,15.6,13.5,16.3,53.4,51.5,56.9,-29355.8,-28005.7,-30490.9,-14759.4,-12823.9,-15422.2,-50563.1,-48765.3,-53848.7
Turkmenistan,"Communicable, maternal, neonatal, and nutritional diseases",DALYs,-516950.3,33.5,32.8,34.2,23.8,22.8,23.7,42.7,42.1,44.4,-173359,-169489.2,-177003.9,-123001.6,-117956.8,-122298,-220589.8,-217648.4,-229504.2
Turkmenistan,HIV/AIDS and sexually transmitted infections,DALYs,2724.7,53.8,45.4,66.5,105.3,104.8,114.2,-59.1,-59.7,-71.4,1467.2,1237.8,1812.3,2867.8,2856.6,3112.8,-1610.3,-1626,-1944.3
Turkmenistan,Respiratory infections and tuberculosis,DALYs,-328053.1,32.6,31.9,33.1,24.1,23.6,24.8,43.3,42.1,44.6,-107043.4,-104552.9,-108498.8,-78997.4,-77334.2,-81350.4,-142012.3,-138203.8,-146165.9
Turkmenistan,Enteric infections,DALYs,-111197.1,31.7,31.1,32.2,25.5,24.9,26.4,42.8,41.4,44,-35194.6,-34598.2,-35776.4,-28399.8,-27643.3,-29372.2,-47602.6,-46048.5,-48955.5
Turkmenistan,Neglected tropical diseases and malaria,DALYs,-1258.9,16.2,11.9,19.1,-28.1,-21.5,-44.8,112,102.3,132.9,-203.6,-149.8,-240.9,354.2,270.2,563.9,-1409.5,-1288.2,-1672.9
Turkmenistan,Maternal and neonatal disorders,DALYs,-50324.8,46.2,42.8,51.5,14.1,11,14.5,39.7,37.5,42.7,-23247.1,-21531.9,-25919.7,-7087.9,-5527.9,-7309.2,-19989.8,-18877.2,-21483.7
Turkmenistan,Nutritional deficiencies,DALYs,-4490.6,32,30.7,33,-2.6,-1.5,-2.9,70.6,69.9,70.8,-1436.2,-1376.7,-1483.1,115.4,132.1,67.6,-3169.9,-3139.6,-3181.5
Turkmenistan,Non-communicable diseases,DALYs,478475.3,42.2,40.2,44.1,48.9,48.4,52.3,8.9,7.5,7.5,201806.7,192528,210966.3,234197.4,231740.2,250022.1,42471.1,35768.8,35925.2
Turkmenistan,Neoplasms,DALYs,34815.9,43,42.5,43.6,44.8,43,45.1,12.2,12.4,13.4,14967.5,14813.2,15181.2,15611.4,14962.3,15698.9,4237,4303.8,4672.4
Turkmenistan,Cardiovascular diseases,DALYs,207427.4,49.2,47.3,51.6,43.5,42,45.1,7.2,6.4,7.6,102119.9,106998.7,98113.5,90273.5,87050.4,93532.7,15034,13378.3,15781.2
Turkmenistan,Chronic respiratory diseases,DALYs,-10207.7,42.5,42,43.1,43.1,42.7,44.9,14.3,12,15.3,-4342.4,-4291,-4402.9,-4403.5,-4357.7,-4581.9,-1461.8,-1223,-1559.1
Turkmenistan,Digestive diseases,DALYs,65911.5,35.4,33.8,36.9,28.4,29,31.6,36.2,34.1,34.6,23348.3,22306.9,24351.4,18709.4,19098,20820.2,23853.9,22462.1,22784.4
Turkmenistan,Neurological disorders,DALYs,22411,24.1,18.7,27.9,80.2,65.4,87,-4.2,-5.7,6.7,5392.4,4193.4,6243.7,17963.2,14665.2,19487.6,-944.6,-1270,1502
Turkmenistan,Mental disorders,DALYs,23195.9,31.9,29.4,34.2,69.7,60.9,69.5,-1.6,1.1,4.9,7406.1,6815.5,7927.7,16164.7,14127.2,16123.4,-374.9,1141,257
Turkmenistan,Substance use disorders,DALYs,15704.6,26.1,23.2,28.9,46.9,46.8,47.2,27,23.9,29.9,4105.1,3649.9,4535.3,7365.9,7356.8,7417.5,4233.5,3751.7,4698
Turkmenistan,Diabetes and kidney diseases,DALYs,45804.3,35.4,33.9,37.2,35.4,33.9,35.3,29.2,28.9,30.8,16213.1,15519.7,17047.3,16226.1,15521.2,16155.4,13365.2,13235.8,14129.2
Turkmenistan,Skin and subcutaneous diseases,DALYs,5360.8,-21.2,-52,-7.1,111.1,163.8,86.5,10.1,-11.8,20.6,-1138.9,-2786.7,-378.3,5958.2,4637,8780.8,541.6,-633.3,1102.1
Turkmenistan,Musculoskeletal disorders,DALYs,29310.7,49.4,46.1,53.9,54.8,51.7,59.1,-4.2,-5.1,-5.5,14476.2,13506.6,15794.4,16071,15139.3,17310.1,-1236.6,-1506,-1623
Turkmenistan,Injuries,DALYs,-56203.3,27.2,26,28.2,9.8,12.3,7.2,63.1,59.5,66.8,-15270.2,-14594.2,-15869.8,-5490.2,-4060.8,-6888.9,-35442.9,-33444.6,-37548.3
Turkmenistan,Transport injuries,DALYs,-21145.9,-53.3,-158.6,-23.5,-131.8,-324.6,-84.4,285.1,207.9,583.2,11269.4,33543.5,4979.7,27869.2,17845.1,68629.5,-60284.5,-123319,-43970.7
Turkmenistan,Self-harm and interpersonal violence,DALYs,8529.9,35.1,33.4,36.7,52.6,54.5,56.9,12.3,12,6.4,2991.1,2850.6,3131.8,4486.2,4651.4,4853.5,1052.6,1027.8,544.6
Turkmenistan,Unintentional injuries,DALYs,-43587.3,30.6,30,31.1,20.4,18.9,21.5,49,47.4,51.1,-13356.5,-13094,-13556.9,-8888.3,-8237,-9375.8,-21342.5,-20654.6,-22256.3
Turkmenistan,Sense organ diseases,DALYs,12429.8,45.6,44.3,46.8,53,46.1,46.4,1.4,6.9,9.6,5669.6,5507.2,5814.8,6583.1,5726.2,5761.5,177.1,1196.3,853.5
Uzbekistan,All causes,DALYs,2336742,53.8,47.6,65.9,-23.8,-5.8,-63.1,70,58.2,97.1,1258249.7,1111531.5,1540500.4,-557039.5,-134786.1,-1473333.4,1635531.8,1359996.6,2269575
Uzbekistan,"Communicable, maternal, neonatal, and nutritional diseases",DALYs,-1433163.6,36.5,34.4,38.4,19.7,14.9,18.8,43.8,42.9,50.8,-522960.5,-492332.9,-549783.8,-282971,-212934.7,-269164.4,-627232.1,-614215.3,-727896
Uzbekistan,HIV/AIDS and sexually transmitted infections,DALYs,25375.1,56.4,138.1,43,19.9,-39.1,26.9,23.7,1,30.2,14310.9,10899.2,35055.6,5041.4,-9929.6,6821.1,6022.8,249.1,7654.8
Uzbekistan,Respiratory infections and tuberculosis,DALYs,-766988,36.2,34.4,38,20.4,17.4,21.2,43.4,40.8,48.2,-277706.4,-263739.8,-291651.9,-156642.4,-133747.7,-162574.8,-332639.2,-312761.4,-369500.6
Uzbekistan,Enteric infections,DALYs,-315118,32.2,30.9,33,25,22.2,25.8,42.8,41.3,46.9,-101400.5,-103831.5,-97436.9,-78926.9,-69823.5,-81202.5,-134790.6,-130084,-147857.6
Uzbekistan,Neglected tropical diseases and malaria,DALYs,5585.7,-5.4,-120.4,16.6,259.1,122.2,932.3,-153.7,-38.8,-711.8,-303.6,-6727.3,928.3,14474.4,52075.1,6825.9,-8585.1,-2168.5,-39762
Uzbekistan,Maternal and neonatal disorders,DALYs,-268594.3,42.1,38.2,48.2,14.8,10.9,13,43.1,38.8,50.9,-113052,-102584.4,-129558.5,-39773.4,-29267.7,-34890.9,-115768.9,-104144.9,-136742.3
Uzbekistan,Nutritional deficiencies,DALYs,15748.7,62.9,136.3,50.5,-94.1,-347,-63.1,131.2,112.6,310.6,9904.1,21466.4,7956.4,-14818.3,-54640.8,-9939.7,20662.9,17732,48923
Uzbekistan,Non-communicable diseases,DALYs,3613766.4,21.7,17.7,24.9,50.7,50.1,57.8,27.6,24.5,25.1,783295.9,641267.3,898240.6,1832061.5,1809779.7,2088690.1,998408.9,883809,905746.1
Uzbekistan,Neoplasms,DALYs,332854.9,34.4,30.9,36.9,51.9,49.6,60.1,13.7,13.5,9,114535.3,102811.7,122970.4,172615.2,165103.4,200117.5,45704.3,29925.7,44781.1
Uzbekistan,Cardiovascular diseases,DALYs,1631229.9,22.7,20.5,24.7,40.9,40.5,41,36.4,34.9,38.6,369661.9,333753.9,402184,667077.2,660382.1,668614.6,594490.8,568663.8,628861.4
Uzbekistan,Chronic respiratory diseases,DALYs,4235.5,37.9,36.5,38.9,50.1,50.2,67.2,12,-3.7,10.9,1605.3,1548,1648.4,2121.1,2127.5,2845.1,509.1,-157.6,459.6
Uzbekistan,Digestive diseases,DALYs,387848.3,73.1,-442.4,445.4,-30.2,-539.7,624.2,57,-81.8,194.3,283653.7,-1715671.2,1727391.2,-116987.9,-2093185.2,2420920.4,221182.5,-317401,753642.2
Uzbekistan,Neurological disorders,DALYs,153757.1,7.7,-5.1,14.4,83.9,64.3,97.6,8.4,21.3,7.4,11870.2,-7772.2,22206.9,129038.8,150075.9,98822.3,12848.1,11453.3,32727.8
Uzbekistan,Mental disorders,DALYs,190310.1,24.7,19.4,28.2,55.8,68.6,86.3,19.5,-5.7,3.2,47048.3,36907.6,53699.5,106098.2,130464,164223.7,37163.6,-10821.2,6146.7
Uzbekistan,Substance use disorders,DALYs,30271.3,38.5,36.1,40.3,61.2,51.7,54.4,0.3,12.1,5.4,11645.3,10930.4,12186,18534.3,15663.5,16464.1,91.7,1621.2,3677.4
Uzbekistan,Diabetes and kidney diseases,DALYs,401938.5,82.7,-502.5,490.2,33,-16.1,210.1,-15.7,-374.1,392.4,332375.4,-2019541.9,1970150.6,132485.6,-64727.7,844289,-62922.4,-1503484.3,1577191.5
Uzbekistan,Skin and subcutaneous diseases,DALYs,57363,-8.7,-30.4,4.5,100.1,147.8,74.1,8.7,-17.4,21.4,-5000,-17422.3,2558.2,57392.5,42517.2,84787.3,4970.5,-10002,12287.6
Uzbekistan,Musculoskeletal disorders,DALYs,207134.9,29.8,22.5,34.4,66,61.1,76.6,4.2,0.9,4.5,61795.2,46571.1,71274.1,136663.8,126470.3,158694.4,8675.9,1869.4,9390.5
Uzbekistan,Injuries,DALYs,156139.2,36.9,34.7,40.6,-42.5,-27.1,-40.2,105.6,92.4,99.6,57613.2,54245.6,63392.4,-66288.7,-42333.5,-62768.3,164814.7,144227.1,155515.1
Uzbekistan,Transport injuries,DALYs,101259.3,21.7,-12.5,30.5,183.3,104.6,373.7,-105,-261.2,-35,21995.1,-12680,30846.9,185578.6,105884.9,378381,-106314.4,-264441.7,-35472.5
Uzbekistan,Self-harm and interpersonal violence,DALYs,128035.5,29.4,26.8,31.7,53,50.4,53.1,17.6,17.9,20.1,37617.8,34309.5,40589.6,67911.8,64484.7,67995.8,22506,22961.2,25730.2
Uzbekistan,Unintentional injuries,DALYs,-73155.5,33.4,31.8,34.6,3.2,1.1,11.8,63.4,53.6,67.1,-24403,-23269.6,-25319.1,-2346.2,-797.5,-8633.2,-46406.3,-39203.3,-49088.4
Uzbekistan,Sense organ diseases,DALYs,65336.2,20.8,28.1,6.1,83.7,115.9,69.6,-4.5,-22,2.3,13576.1,18335.1,3996.7,54702.7,45481.9,75696.6,-2942.6,-14357.1,1519.2
Albania,All causes,DALYs,-194100.3,-73,-1397.1,1550.8,62.2,-387.9,421.6,110.8,-1062.9,1075.5,141627.8,-3010068.2,2711858.1,-120756.3,-818404.9,752827.1,-214971.8,-2087553.5,2063140.8
Albania,"Communicable, maternal, neonatal, and nutritional diseases",DALYs,-254894.5,32,31.6,32.4,30.2,30,30.2,37.8,37.4,38.4,-81445.2,-80510.3,-82586.1,-77040.3,-76442.4,-76947,-96409.1,-95361.5,-97941.8
Albania,HIV/AIDS and sexually transmitted infections,DALYs,-723.8,34.3,33.3,35.4,31.3,30.8,31.5,34.4,33.1,35.9,-248.3,-241,-256.4,-226.8,-223.2,-227.9,-248.7,-239.5,-259.6
Albania,Respiratory infections and tuberculosis,DALYs,-134086.1,30.9,30.3,31.4,29.7,29.6,30.1,39.4,38.5,40.1,-41495.6,-40647,-42140.9,-39823.6,-39704.9,-40311.5,-52766.9,-51633.7,-53734.2
Albania,Enteric infections,DALYs,-8958.1,32.1,31.8,32.4,31.3,31,31.4,36.6,36.2,37.2,-2874,-2850.1,-2901.3,-2801.1,-2779.2,-2811.5,-3283,-3245.3,-3328.8
Albania,Neglected tropical diseases and malaria,DALYs,-1489.3,28.7,28.3,29,28.8,28.6,28.8,42.5,42.4,43,-427.9,-421.4,-432,-429.1,-425.7,-428.2,-632.3,-631.7,-639.7
Albania,Maternal and neonatal disorders,DALYs,-66205.2,34.3,33.7,35,30.5,30.4,30.6,35.2,34.6,35.8,-22715.4,-22282.8,-23146.4,-20192.9,-20159.4,-20242.3,-23296.9,-22899.4,-23680
Albania,Nutritional deficiencies,DALYs,-9956.5,29,28.4,29.5,30.2,29.8,30.5,40.8,40.7,41.1,-2888.8,-2828.3,-2934.7,-3005.8,-2966,-3035.1,-4061.9,-4055.9,-4093.1
Albania,Non-communicable diseases,DALYs,103581,50.9,48.6,53.6,23.9,22.7,26.1,25.2,23.7,25.3,52721.1,50356,55533.3,24789.3,23519.9,27042.1,26070.6,24527.8,26182.9
Albania,Neoplasms,DALYs,33170.5,56.3,52.4,61.9,20.1,15.7,23.1,23.6,22.4,24.5,18681.9,17373.6,20534.2,6675.9,5204.6,7677.2,7812.8,7431.8,8119.8
Albania,Cardiovascular diseases,DALYs,78165.4,46.8,45.5,48.3,27.7,26.3,28.1,25.5,25.5,26.3,36543,35600.2,37717.2,21669.7,20545.9,21999.8,19952.7,19902.3,20565.4
Albania,Chronic respiratory diseases,DALYs,-4630.6,39.1,38.9,39.3,32.5,32.3,32.4,28.4,28.4,28.8,-1810.9,-1800.4,-1819.6,-1504,-1497.7,-1498.1,-1315.7,-1313.3,-1332.1
Albania,Digestive diseases,DALYs,-12962.5,64.4,57.7,76.3,30.6,29.5,31.4,5,-5.8,10.9,-8353.8,-7481.1,-9892.4,-3960.4,-3826.6,-4068.2,-648.3,-1413.2,756.5
Albania,Neurological disorders,DALYs,6408.7,114.9,430.5,74.3,-29.1,-255,3.6,14.1,-75.5,22.1,7366.7,27588,4759.8,-1863.6,-16343,232.4,905.6,-4836.2,1416.5
Albania,Mental disorders,DALYs,-887.1,-51.4,-666.5,480.2,124.7,-484.1,751.2,26.7,103.9,15.3,455.8,-4260.2,5912.1,-1105.8,-6663.7,4294.5,-237.1,-135.4,-921.4
Albania,Substance use disorders,DALYs,939,5.4,-174.5,185.9,146.4,-853.5,837.8,-51.8,-563.3,767.7,50.6,-1638.9,1745.2,1375.1,-8014.5,7867.1,-486.7,-5289.3,7208.2
Albania,Diabetes and kidney diseases,DALYs,8674.2,-100.6,-1084.1,1057.6,125,-630.5,757,75.6,-327.1,427,-8724,-94035.5,91735.2,10844.3,-54689,65667.9,6553.9,-28372,37041.8
Albania,Skin and subcutaneous diseases,DALYs,-3739.9,19.6,-54.1,90.3,69,-151.2,416,11.3,-261.9,160.9,-733.9,-3375.8,2022.7,-2581.8,-15557.4,5653.6,-424.1,-6017.7,9794.8
Albania,Musculoskeletal disorders,DALYs,13203,-97.1,-1404.4,1224.1,143.5,-945.4,1206.4,53.6,-178.7,298,-12821.3,-185424.4,161618.4,18941.1,-124821.2,159284.4,7083.1,-23594.1,39343
Albania,Injuries,DALYs,-42786.7,-42.2,-11.4,-205.2,50.3,47.1,92.8,91.9,212.4,64.4,18076.8,4890.1,87796.5,-21537.7,-20135.5,-39721.3,-39325.8,-27541.3,-90861.9
Albania,Transport injuries,DALYs,-10399.7,-72.8,-1135.8,1220,72.6,-279.9,318,100.2,-840.1,917.8,7570.3,-126878.2,118119.1,-7550.6,-33072.7,29108.6,-10419.4,-95446.1,87369.9
Albania,Self-harm and interpersonal violence,DALYs,-7598.5,164.5,-1496.7,1499.1,-7.5,-291.2,124.3,-57,-1108,1472.4,-12496.3,-113909.8,113723.7,567.1,-9443.2,22123.2,4330.7,-111879,84188.1
Albania,Unintentional injuries,DALYs,-24788.5,-16.1,-1.7,-66.7,41.1,43.2,62.7,75,104,58.5,3984,16524.6,427.7,-10184.6,-10712.3,-15537.5,-18587.9,-14503.8,-25775.6
Albania,Sense organ diseases,DALYs,8655.7,74.3,64.3,96.5,7.7,-6.6,14.6,18,10.1,21.2,6432.8,5561.6,8351.4,662.5,-569.5,1262.7,1560.4,1831.4,873.8
Bosnia and Herzegovina,All causes,DALYs,-116683.8,89.1,130,73.7,-2.3,-34.5,9.3,13.1,17,4.5,-104006.3,-151673.9,-85970.5,2629.4,-10886,40297.5,-15306.9,-19827.2,-5307.3
Bosnia and Herzegovina,"Communicable, maternal, neonatal, and nutritional diseases",DALYs,-103080.3,27.6,26.3,28.6,32,31.8,31.9,40.3,39.5,41.9,-28484.7,-27065.8,-29499.9,-33012,-32829.8,-32837,-41583.6,-40750.5,-43177.5
Bosnia and Herzegovina,HIV/AIDS and sexually transmitted infections,DALYs,-673.4,29.7,28.5,30.6,34.6,34.3,34.9,35.6,35.1,36.6,-200.2,-191.9,-205.8,-233.3,-231.2,-235.2,-239.9,-236.5,-246.4
